time,close_hpg,close_vni,R_hpg,R_vni
2019-11-21,7.59,987.89,-0.016982772629146194,-0.012743766723488033
2019-11-22,7.62,977.78,0.003944778291016325,-0.010286659662394466
2019-11-25,7.67,976.35,0.006540245680609975,-0.0014635671682624557
2019-11-26,7.81,976.79,0.018088348472429815,0.00045055654734762606
2019-11-27,7.79,978.17,-0.0025641039689376474,0.001411793826179041
2019-11-28,7.79,970.39,0.0,-0.00798542651214373
2019-11-29,7.88,970.75,0.011487043987130779,0.0003709160638875334
2019-12-02,7.91,959.31,0.0037998779097748424,-0.011854692574511919
2019-12-03,8.09,953.43,0.02250094929083782,-0.006148267430568298
2019-12-04,8.09,965.9,0.0,0.012994300578553847
2019-12-05,7.97,963.27,-0.014944238268276672,-0.002726562852746579
2019-12-06,8.22,963.56,0.030885716265965067,0.0003010125461921205
2019-12-09,8.34,966.06,0.014493007302566824,0.002591185206206413
2019-12-10,8.41,960.3,0.008358257614201245,-0.005980208440975113
2019-12-11,8.41,961.78,0.0,0.0015399986394913033
2019-12-12,8.34,968.17,-0.008358257614201359,0.006621957408511444
2019-12-13,8.21,966.18,-0.015710292906318438,-0.0020575394339702423
2019-12-16,8.19,961.47,-0.0024390255993589696,-0.004886788963944115
2019-12-17,7.98,954.03,-0.025975486403260563,-0.0077682457992805255
2019-12-18,7.78,951.13,-0.02538207327141716,-0.003044366079285815
2019-12-19,7.86,952.26,0.010230268250815043,0.0011873553320730819
2019-12-20,7.93,956.41,0.008866429205641325,0.004348584658187511
2019-12-23,7.95,959.43,0.0025188930194839864,0.0031526667168364658
2019-12-24,8.0,958.88,0.006269613013595395,-0.0005734214126710117
2019-12-25,7.98,960.92,-0.002503130218118477,0.002125222177119268
2019-12-26,7.93,958.59,-0.006285375814960865,-0.0024277040957005574
2019-12-27,8.12,963.51,0.023677118526829976,0.005119411836460108
2019-12-30,8.16,965.03,0.004914014802429163,0.001576322310909085
2019-12-31,8.1,960.99,-0.007380107297622646,-0.0041951858497747815
2020-01-02,8.28,966.67,0.021978906718775167,0.005893172487484237
2020-01-03,8.33,965.14,0.006020487781583025,-0.001584007039934007
2020-01-06,8.28,955.79,-0.0060204877815831365,-0.009734944886953286
2020-01-07,8.17,958.88,-0.013374059525256755,0.0032277130603899267
2020-01-08,8.09,948.98,-0.009840177801511234,-0.010378213137619656
2020-01-09,8.28,960.15,0.023214237326768028,0.011701798683866506
2020-01-10,8.34,968.54,0.007220247973487097,0.008700260718964833
2020-01-13,8.36,965.84,0.00239521072595485,-0.0027915939509547873
2020-01-14,8.62,967.0,0.03062665757899147,0.0012003064291622601
2020-01-15,8.67,967.56,0.005783706116848761,0.0005789430316365736
2020-01-16,8.72,974.31,0.005750447128437938,0.0069520896728159295
2020-01-17,8.62,978.96,-0.011534153245286742,0.004761255519665888
2020-01-20,8.79,978.63,0.019529627021483878,-0.0003371492530365616
2020-01-21,8.91,986.37,0.013559529785632513,0.007877903337950624
2020-01-22,9.07,991.46,0.017798022644327213,0.005147066468951141
2020-01-30,8.72,959.58,-0.03935302620615695,-0.03268291550044344
2020-01-31,8.31,936.62,-0.04815962905353146,-0.024218038376369773
2020-02-03,8.47,928.14,0.019070899796606325,-0.009095066877836079
2020-02-04,8.48,929.09,0.001179941139848548,0.0010230290086364212
2020-02-05,8.43,925.91,-0.00591367779004774,-0.0034285747871779576
2020-02-06,8.69,938.54,0.030376167263536487,0.013548438624267852
2020-02-07,8.4,940.75,-0.0339412334280326,0.0023519531511918225
2020-02-10,8.4,930.73,0.0,-0.01070820499886545
2020-02-11,8.14,934.67,-0.031441525834819004,0.004224301339139264
2020-02-12,8.21,937.68,0.008562743449887857,0.003215213601104295
2020-02-13,8.17,938.24,-0.00488401459242546,0.0005970404032525485
2020-02-14,8.17,937.45,0.0,-0.0008423567292174416
2020-02-17,8.19,934.77,0.0024449889930664398,-0.002862913365417256
2020-02-18,8.03,927.93,-0.019729369906307793,-0.007344210816888357
2020-02-19,8.02,928.76,-0.001246106080247183,0.0008940642275108001
2020-02-20,8.19,938.13,0.020975475986554994,0.010038169019504698
2020-02-21,8.12,933.09,-0.008583743691391555,-0.005386872936075961
2020-02-24,7.83,903.34,-0.03636764417087472,-0.032402653965388696
2020-02-25,7.97,909.67,0.01772198279941194,0.006982891127224274
2020-02-26,7.84,895.97,-0.016445658439807154,-0.01517496610789538
2020-02-27,7.91,898.44,0.008888947417245994,0.0027529957590603695
2020-02-28,7.71,882.19,-0.025609594204324376,-0.01825247372211816
2020-03-02,7.69,884.43,-0.002597404057685506,0.0025359174020788016
2020-03-03,7.69,890.61,0.0,0.006963251499367523
2020-03-04,7.71,889.37,0.002597404057685471,-0.0013932743071181255
2020-03-05,7.71,893.31,0.0,0.00442031818988565
2020-03-06,7.72,891.44,0.0012961764614466762,-0.0020955323538914003
2020-03-09,7.19,835.49,-0.07112319230372939,-0.06481975365588737
2020-03-10,7.47,837.5,0.03820382741177059,0.002402884616310316
2020-03-11,7.09,811.35,-0.052209658600689775,-0.03172173671367578
2020-03-12,6.64,769.25,-0.06557337705569366,-0.053283512783394466
2020-03-13,6.57,761.78,-0.010598130991823248,-0.009758214112151012
2020-03-16,6.59,747.86,0.0030395160178965965,-0.018442005408623653
2020-03-17,6.62,745.78,0.004542021434500986,-0.002785144137210271
2020-03-18,6.79,747.66,0.02535557162168798,0.0025176786386648946
2020-03-19,6.6,725.94,-0.02838129253822491,-0.02948096240138959
2020-03-20,6.41,709.73,-0.029210378099801093,-0.022582750761639764
2020-03-23,5.97,666.59,-0.07111234352806799,-0.06270945175883598
2020-03-24,5.9,659.21,-0.011794576492836816,-0.01113301587785287
2020-03-25,6.14,690.25,0.03987239124737714,0.046011702427150906
2020-03-26,5.84,694.21,-0.05009394531891543,0.0057206575842550025
2020-03-27,5.59,696.06,-0.0437515096731279,0.0026613551208514597
2020-03-30,5.64,662.26,0.008904778342959685,-0.04977763543944564
2020-03-31,5.81,662.53,0.029696505353852348,0.0004076117780754718
2020-04-01,5.95,680.23,0.023810648693718607,0.02636513642160784
2020-04-03,6.09,701.8,0.023256862164267183,0.031217486873506554
2020-04-06,6.5,736.75,0.06515409517978579,0.04860015846868941
2020-04-07,6.55,746.69,0.007662872745569097,0.013401484074900733
2020-04-08,6.45,748.02,-0.015384918839479343,0.001779609892233747
2020-04-09,6.4,760.33,-0.007782140442054963,0.016322833979643073
2020-04-10,6.48,757.94,0.01242251999855711,-0.0031483227280086983
2020-04-13,6.67,765.79,0.028899349563349042,0.010303753881612317
2020-04-14,6.88,767.41,0.03099879201772004,0.0021132280235767044
2020-04-15,6.93,777.22,0.007241161256559474,0.012702241832380615
2020-04-16,6.98,780.7,0.007189103572469256,0.0044675025521028365
2020-04-17,7.14,789.6,0.02266385957721187,0.011335534993026579
2020-04-20,7.31,794.97,0.023530497410194036,0.006777889973988315
2020-04-21,6.97,766.84,-0.04762804898925459,-0.036026203441411594
2020-04-22,7.17,768.92,0.028290429839096576,0.0027087582328107164
2020-04-23,7.45,773.91,0.03830837777993926,0.006468654874364969
2020-04-24,7.62,776.66,0.022562337307086792,0.0035470864047847687
2020-04-27,7.57,770.77,-0.006583302249197448,-0.007612658982996248
2020-04-28,7.38,767.21,-0.025419428836976385,-0.004629457285687079
2020-04-29,7.41,769.11,0.004056800695614469,0.0024734442937300446
2020-05-04,7.24,762.47,-0.023209232910370515,-0.008670838743590035
2020-05-05,7.38,764.16,0.019152432214756137,0.002214027878861953
2020-05-06,7.66,782.59,0.03723834514011879,0.023831740450791252
2020-05-07,8.14,796.54,0.06077819626194909,0.01766841602545312
2020-05-08,8.07,813.73,-0.008636697732591543,0.021351267847408446
2020-05-11,8.26,828.33,0.02327110525102916,0.017783010061872457
2020-05-12,8.16,835.32,-0.01218041855687096,0.008403259258922137
2020-05-13,8.31,834.21,0.01821543989134112,-0.0013297157446147882
2020-05-14,8.26,832.4,-0.006035021334470249,-0.002172074704481382
2020-05-15,8.1,827.03,-0.019560525854493596,-0.006472124458451059
2020-05-18,8.66,837.01,0.06685066089595088,0.011995047788379242
2020-05-19,9.02,845.92,0.04072961150018836,0.010588774637732425
2020-05-20,9.12,852.91,0.01102547001170764,0.008229239473141196
2020-05-21,9.14,862.73,0.0021905813798186818,0.011447748062664543
2020-05-22,9.4,852.74,0.028049303809899586,-0.011647085559293805
2020-05-25,9.41,859.04,0.0010632643213300838,0.007360792210607396
2020-05-26,9.79,869.13,0.03958850294513069,0.0116772246407866
2020-05-27,9.38,857.48,-0.042781693524285486,-0.013494856162110934
2020-05-28,9.38,861.39,0.0,0.004549508391099572
2020-05-29,9.45,864.47,0.0074349784875179905,0.003569238837212337
2020-06-01,9.53,878.67,0.008429976160459401,0.01629279819255269
2020-06-02,9.33,874.8,-0.02120970280685816,-0.004414111771186761
2020-06-03,9.29,881.17,-0.004296462033505451,0.007255281061255257
2020-06-04,9.17,883.9,-0.013001266557373627,0.003093364203034291
2020-06-05,9.33,886.22,0.017297728590878973,0.0026212927128411484
2020-06-08,9.55,899.92,0.023306139633386482,0.015340643704827005
2020-06-09,9.34,899.43,-0.02223490225188773,-0.0005446411338678151
2020-06-10,9.31,900.0,-0.0032171609517754637,0.0006335339736081447
2020-06-11,8.79,867.37,-0.05747437959189024,-0.03692911864059595
2020-06-12,9.14,863.52,0.03904567376897323,-0.004448585813382235
2020-06-15,8.76,832.47,-0.04246448051775861,-0.036619873701083334
2020-06-16,9.03,856.13,0.030356462480593992,0.028025048600418094
2020-06-17,9.05,854.44,0.0022123902829408637,-0.0019759501801933353
2020-06-18,9.24,855.27,0.020777127941757963,0.0009709249699692993
2020-06-19,9.43,868.56,0.020354210991773224,0.015419459364153393
2020-06-22,9.41,871.28,-0.0021231430480778664,0.00312672684383437
2020-06-23,9.31,868.2,-0.010683862308312577,-0.0035412919019377725
2020-06-24,9.31,859.71,0.0,-0.009826979788106701
2020-06-25,9.41,854.59,0.01068386230831261,-0.005973301316686539
2020-06-26,9.38,851.98,-0.0031931905791549088,-0.0030587693853108182
2020-06-29,9.19,829.36,-0.02046382665053775,-0.026908733360532504
2020-06-30,9.24,825.11,0.005425949285997205,-0.005137608234941226
2020-07-01,9.45,843.49,0.022472855852058576,0.022031335771279716
2020-07-02,9.52,842.38,0.00738010729762268,-0.0013168277036761157
2020-07-03,9.48,847.61,-0.004210532536343382,0.006189405494961871
2020-07-06,9.52,861.16,0.004210532536343458,0.015859693250647233
2020-07-07,9.78,863.42,0.026944635243451927,0.0026209294943842143
2020-07-08,9.67,864.5,-0.011311174581522906,0.0012500580358327353
2020-07-09,9.71,876.46,0.004127972838030591,0.013739762144106328
2020-07-10,9.57,871.21,-0.014523076838370728,-0.006008017294007927
2020-07-13,9.53,868.72,-0.004188487798752247,-0.0028621860647984427
2020-07-14,9.62,868.11,0.0093995470115043,-0.00070242916702446
2020-07-15,9.67,869.91,0.005184044787587919,0.0020713232800048578
2020-07-16,9.86,876.83,0.019457859149341117,0.007923372915262026
2020-07-17,9.84,872.02,-0.0020304575503819517,-0.00550077151111209
2020-07-20,9.66,861.4,-0.018462062839735442,-0.012253386805765001
2020-07-21,9.69,861.69,0.0031007776782481854,0.0003366045914469522
2020-07-22,9.69,855.08,0.0,-0.0077005454003772145
2020-07-23,9.72,856.75,0.0030911925696728796,0.0019511289436380883
2020-07-24,9.26,829.16,-0.04848156981425976,-0.0327330206234077
2020-07-27,8.95,785.17,-0.034050516371324044,-0.05451288528519017
2020-07-28,9.43,813.36,0.05224256435860207,0.03527356112078543
2020-07-29,9.17,790.84,-0.027958810376992622,-0.028078144260225833
2020-07-30,9.32,801.13,0.016225342429126346,0.012927559321514542
2020-07-31,9.15,798.39,-0.018408749410069848,-0.003426031159479446
2020-08-03,9.65,814.65,0.05320403606346467,0.020161373280249105
2020-08-04,9.69,827.57,0.0041365105517802755,0.015735122669555505
2020-08-05,10.16,837.8,0.04736401624766094,0.01228571269441494
2020-08-06,10.14,840.04,-0.001970443987298725,0.0026701012382930574
2020-08-07,10.2,841.46,0.005899722127188102,0.001688968584667946
2020-08-10,10.24,843.2,0.003913899321136315,0.00206569945120257
2020-08-11,10.22,843.08,-0.0019550348358033506,-0.00014232511825147527
2020-08-12,10.24,846.92,0.001955034835803295,0.004544386518888968
2020-08-13,10.33,855.05,0.008750663520185453,0.00955370757132717
2020-08-14,10.16,850.74,-0.016593840981211357,-0.0050533877815411325
2020-08-17,10.24,850.15,0.007843177461025879,-0.0006937544740268462
2020-08-18,10.18,846.43,-0.005876608488985042,-0.00438529979318745
2020-08-19,10.22,851.21,0.003921573653181865,0.00563136192836467
2020-08-20,10.16,848.21,-0.0058881426252225975,-0.0035306199954322566
2020-08-21,10.26,854.78,0.009794397592287625,0.007715879242117009
2020-08-24,10.45,868.68,0.0183491386681964,0.01613069220769349
2020-08-25,10.35,874.12,-0.00961545869944187,0.0062428479089012764
2020-08-26,10.2,873.47,-0.014598799421152749,-0.0007438816083562064
2020-08-27,10.24,874.71,0.003913899321136315,0.001418618458003321
2020-08-28,10.24,878.98,0.0,0.0048697414461668625
2020-08-31,10.35,881.65,0.010684900100016353,0.0030330075561669596
2020-09-01,10.45,891.73,0.009615458699441973,0.011368244323076405
2020-09-03,10.54,903.97,0.008575564702396324,0.013632777823797477
2020-09-04,10.52,901.54,-0.001899335803652405,-0.002691761848153927
2020-09-07,10.33,888.25,-0.018225924178016526,-0.014851177251515989
2020-09-08,10.39,890.14,0.005791521979588825,0.00212551882495764
2020-09-09,10.33,889.32,-0.005791521979588937,-0.0009216279748262523
2020-09-10,10.35,888.82,0.0019342365798309684,-0.0005623854287944385
2020-09-11,10.31,888.97,-0.0038722216825094508,0.00016874884025224797
2020-09-14,10.37,894.57,0.005802724212567236,0.006279666733150143
2020-09-15,10.41,896.26,0.003849860385441715,0.0018873935568245821
2020-09-16,10.41,897.47,0.0,0.0013491441672222292
2020-09-17,10.71,894.04,0.028411001832779944,-0.003829176718028059
2020-09-18,10.83,900.95,0.011142176553241803,0.007699245270928868
2020-09-21,10.83,907.94,0.0,0.0077285349499830475
2020-09-22,10.77,906.19,-0.005555569844602105,-0.0019293000422467594
2020-09-23,10.87,912.5,0.009242209964820886,0.0069390883760870594
2020-09-24,10.81,908.58,-0.005535069482001028,-0.004305144260027435
2020-09-25,10.85,908.27,0.003693448335351509,-0.0003412499689114617
2020-09-28,11.13,912.5,0.025479085300984968,0.004646394228938843
2020-09-29,11.11,903.98,-0.0017985616359149784,-0.009380849203012276
2020-09-30,11.13,905.21,0.0017985616359148977,0.0013597247270958413
2020-10-01,11.38,914.09,0.022213263410731456,0.009762073897072676
2020-10-02,11.25,909.91,-0.011489300047755809,-0.004583341356844453
2020-10-05,11.53,914.68,0.024584205630538373,0.005228583809935716
2020-10-06,11.91,915.67,0.032426049086241235,0.0010817604245548903
2020-10-07,11.72,919.72,-0.016081599218342162,0.004413238138351317
2020-10-08,11.84,918.84,0.010186845306992997,-0.0009572709807678487
2020-10-09,12.01,924.0,0.014256006636032555,0.005600066728651718
2020-10-12,11.91,925.83,-0.008361252724683433,0.001978560837473996
2020-10-13,11.8,929.86,-0.00927885189558958,0.004343404701808013
2020-10-14,11.95,940.18,0.012631746905900564,0.011037309113038029
2020-10-15,12.24,942.76,0.0239779987066604,0.002740397054183114
2020-10-16,12.27,943.3,0.0024479816386400372,0.0005726223076203843
2020-10-19,12.18,943.69,-0.007361996441069082,0.0004133567274369503
2020-10-20,12.37,944.42,0.015478924122645602,0.0007732600710489067
2020-10-21,12.27,939.03,-0.008116927681576467,-0.005723554874595948
2020-10-22,12.48,949.9,0.01697010421846156,0.011509288316439431
2020-10-23,13.02,961.26,0.04235927383914143,0.011888207990541232
2020-10-26,12.98,950.8,-0.0030769255044791975,-0.010941188400639146
2020-10-27,13.24,946.47,0.01983283923291824,-0.004564461060058831
2020-10-28,12.81,921.05,-0.0330164346002192,-0.027224950827753835
2020-10-29,12.9,919.08,0.007001195458983561,-0.0021411538887236036
2020-10-30,12.88,925.47,-0.001551590691418833,0.00692854686781607
2020-11-02,12.9,933.68,0.00155159069141885,0.00883205052677949
2020-11-03,12.94,935.41,0.003095977705127992,0.0018511687441846105
2020-11-04,12.92,939.76,-0.0015467907182986822,0.004639587667347759
2020-11-05,12.75,937.75,-0.01324522675002068,-0.002141134553633845
2020-11-06,12.81,938.29,0.0046948443042076635,0.0005756807050099062
2020-11-09,13.28,951.99,0.03603302813964474,0.014495460867508664
2020-11-10,13.19,951.9,-0.006800177319064535,-9.45432772555731e-05
2020-11-11,13.19,952.22,0.0,0.00033611327333644807
2020-11-12,13.26,959.28,0.005293018028493132,0.007386902540581805
2020-11-13,13.47,966.29,0.015713005664556332,0.007280993127561023
2020-11-16,13.59,950.79,0.00886923774077957,-0.016170778226990798
2020-11-17,14.06,968.9,0.03399965821946653,0.018868189419210448
2020-11-18,14.58,973.53,0.036316840197993285,0.004767233587459033
2020-11-19,14.84,983.26,0.017675511158722183,0.009944940635203504
2020-11-20,15.05,990.0,0.014051753455650507,0.00683136151501463
2020-11-23,15.81,994.19,0.04926466002649589,0.004223392142988823
2020-11-24,15.81,995.76,0.0,0.0015779294210976843
2020-11-25,15.01,999.94,-0.05192600557601012,0.004189012489342879
2020-11-26,14.79,1005.97,-0.014765368922662229,0.006012251959403703
2020-11-27,15.28,1010.22,0.032593507015666094,0.004215878756294604
2020-11-30,14.96,1003.08,-0.021164811192043158,-0.007092862398698215
2020-12-01,15.01,1008.87,0.003336673099039249,0.005755626117826618
2020-12-02,14.88,1014.32,-0.008698616240424726,0.005387544602800859
2020-12-03,15.53,1019.8,0.0427556077556497,0.005388092401362768
2020-12-04,15.57,1021.49,0.0025723486853113046,0.0016558160634956485
2020-12-07,16.1,1029.98,0.03347328614451037,0.008277038874880745
2020-12-08,16.19,1029.26,0.00557449569912645,-0.0006992871441310618
2020-12-09,16.23,1039.13,0.00246761383695612,0.009543727165022341
2020-12-10,15.85,1030.91,-0.023691881203210263,-0.007941917263124128
2020-12-11,16.35,1045.96,0.031058397019972803,0.014493216658684761
2020-12-14,16.54,1064.09,0.01155379225228273,0.01718484981463796
2020-12-15,16.27,1055.27,-0.0164587683645988,-0.008323315452742888
2020-12-16,16.35,1066.99,0.004904976112316162,0.011044941848828739
2020-12-17,15.87,1051.77,-0.02979736280494481,-0.014367140970939841
2020-12-18,16.27,1067.46,0.024892386692628814,0.014807535459071354
2020-12-21,16.25,1081.08,-0.001230012455199932,0.012678546776609657
2020-12-22,16.59,1083.45,0.020707195426606533,0.0021898527136167928
2020-12-23,16.86,1078.9,0.016143848371356205,-0.004208390607671089
2020-12-24,16.84,1067.52,-0.0011869437595287257,-0.010603802267021933
2020-12-25,17.18,1084.42,0.019988907741928602,0.015707080542987972
2020-12-28,17.51,1091.33,0.019026229741651343,0.00635185405729938
2020-12-29,17.53,1099.49,0.0011415526353827253,0.007449300019694379
2020-12-30,17.24,1097.54,-0.016681433697596226,-0.0017751241558359783
2020-12-31,17.47,1103.87,0.013252858910418195,0.005750875525931683
2021-01-04,17.83,1120.47,0.020397307729083863,0.014926052840494685
2021-01-05,17.85,1132.55,0.0011210763505993101,0.01072348737213221
2021-01-06,18.04,1143.21,0.010588006408829478,0.00936836746020991
2021-01-07,18.04,1156.49,0.0,0.011549460901848507
2021-01-08,18.02,1167.69,-0.0011092624542857338,0.00963788234651089
2021-01-11,18.15,1184.89,0.007188308530667793,0.014622505054772878
2021-01-12,18.93,1192.28,0.04207740451037173,0.006217497113307089
2021-01-13,18.84,1186.05,-0.004765696073014457,-0.00523898218458075
2021-01-14,18.74,1187.4,-0.005321992337940981,0.0011375846515293115
2021-01-15,18.76,1194.2,0.0010666667678026682,0.005710462276317032
2021-01-18,18.8,1191.94,0.002129926257824849,-0.0018942733249441414
2021-01-19,17.53,1131.0,-0.06994317090276037,-0.05248003467182748
2021-01-20,17.58,1134.68,0.0028481933238877354,0.0032484757213096563
2021-01-21,18.63,1164.21,0.05801129235646626,0.025692072552732332
2021-01-22,18.4,1166.78,-0.012422519998557209,0.0022050725583139755
2021-01-25,18.42,1166.05,0.0010863662122210114,-0.0006258493107750475
2021-01-26,17.83,1136.12,-0.03255459895211199,-0.026003020132645133
2021-01-27,16.99,1097.17,-0.0482574961912084,-0.03488481114133667
2021-01-28,15.81,1023.94,-0.07198228446245986,-0.06907620623094714
2021-01-29,16.5,1056.61,0.042717729685154325,0.03140773887217208
2021-02-01,16.16,1035.51,-0.020821327813585627,-0.020171611045486714
2021-02-02,17.07,1075.53,0.05478348371340002,0.037919504362086
2021-02-03,17.7,1111.29,0.036242102773434065,0.032707939359310614
2021-02-04,17.62,1112.19,-0.004530019071749899,0.0008095418435531915
2021-02-05,17.91,1126.91,0.01632459556458692,0.013148329296377947
2021-02-08,17.24,1083.18,-0.03812695083707347,-0.03957821464416376
2021-02-09,17.62,1114.93,0.021802355272486567,0.028890463477775487
2021-02-17,18.31,1155.78,0.038412738178385746,0.03598381804772441
2021-02-18,18.48,1174.38,0.009241707527118745,0.015964908040365954
2021-02-19,18.31,1173.5,-0.009241707527118876,-0.0007496124514094008
2021-02-22,18.29,1175.04,-0.0010928962836449807,0.0013114532609380942
2021-02-23,18.25,1177.64,-0.002189382374273773,0.0022102462370211158
2021-02-24,18.38,1162.01,0.007098036899040429,-0.013361171562231692
2021-02-25,18.61,1165.43,0.012435953726618333,0.0029388533852683766
2021-02-26,19.22,1168.47,0.03225233288798691,0.0026050830963072692
2021-03-01,19.47,1186.17,0.012923415841961845,0.01503442853171181
2021-03-02,19.68,1186.61,0.010728072239999078,0.0003708729886826778
2021-03-03,19.73,1186.95,0.0025374284104167444,0.000286489494536167
2021-03-04,19.35,1168.52,-0.01944790055873314,-0.015649000930242556
2021-03-05,19.39,1168.69,0.0020650497787696427,0.0001454725936478633
2021-03-08,19.52,1168.27,0.0066821117303858335,-0.00035944132935265783
2021-03-09,19.33,1161.97,-0.009781287764706945,-0.005407181534725051
2021-03-10,19.22,1170.08,-0.005706889678093052,0.0069552820000012535
2021-03-11,19.56,1181.73,0.01753526106452484,0.009907343954180631
2021-03-12,19.58,1181.56,0.0010219724956929677,-0.00014386723617772985
2021-03-15,19.6,1184.56,0.0010209291341073648,0.00253579835981964
2021-03-16,19.43,1179.9,-0.008711302847122876,-0.003941708494589741
2021-03-17,19.52,1186.09,0.004621317595597692,0.005232493901487661
2021-03-18,19.64,1200.94,0.006128721941373546,0.012442400456634794
2021-03-19,19.87,1194.05,0.011642753637405752,-0.005753693341324704
2021-03-22,19.71,1194.43,-0.008084935399096623,0.0003181940005411288
2021-03-23,19.64,1183.45,-0.003557818238309061,-0.00923518263239228
2021-03-24,19.16,1161.81,-0.0247435303836054,-0.01845476763598294
2021-03-25,18.97,1163.1,-0.00996598859579168,0.001109720490155789
2021-03-26,19.47,1162.21,0.026016035437185413,-0.0007654893699846996
2021-03-29,19.52,1175.68,0.0025647616008380963,0.011523338611697865
2021-03-30,19.58,1186.36,0.003069056117417747,0.00904309222696554
2021-03-31,19.73,1191.44,0.007631682932159843,0.004272863763940469
2021-04-01,20.44,1216.1,0.035353445300979676,0.02048635740934153
2021-04-02,20.67,1224.45,0.011189608358173331,0.006842746578520903
2021-04-05,20.78,1236.05,0.005307611977404389,0.009429047708391461
2021-04-06,20.82,1239.96,0.0019230775157414838,0.003158309740397695
2021-04-07,20.84,1242.38,0.0009601536983432867,0.0019497738155607386
2021-04-08,20.8,1234.89,-0.0019212301778938213,-0.006046997560521419
2021-04-09,20.89,1231.66,0.004317588861202224,-0.0026190442896513347
2021-04-12,21.58,1252.45,0.032496384261514175,0.01673878002285662
2021-04-13,21.12,1248.33,-0.02154650099192779,-0.0032949749498327498
2021-04-14,22.34,1255.87,0.0561583348029938,0.006021901433930527
2021-04-15,22.97,1247.25,0.02781022305995228,-0.0068874317454595685
2021-04-16,23.01,1238.71,0.0017398873462677515,-0.006870612233841957
2021-04-19,24.36,1260.58,0.057013538794421684,0.01750141698495558
2021-04-20,24.11,1268.28,-0.010315750648616551,0.006089719316996034
2021-04-22,23.18,1227.82,-0.03933685428147407,-0.03242141265059828
2021-04-23,23.77,1248.53,0.025134443460496904,0.01672662010708351
2021-04-26,23.22,1215.77,-0.023410305102357167,-0.026589238366593073
2021-04-27,23.73,1219.75,0.02172609417792687,0.0032682987967980587
2021-04-28,23.6,1229.55,-0.00549335841610773,0.008002329071202794
2021-04-29,24.49,1239.39,0.03701815893251187,0.007971074308104606
2021-05-04,25.21,1242.2,0.02897587023575216,0.002264678049948622
2021-05-05,25.0,1256.43,-0.00836491633162777,0.011390365000160831
2021-05-06,25.04,1250.57,0.0015987213636970735,-0.0046749187654212205
2021-05-07,25.63,1241.81,0.02328899414408206,-0.007029454635031611
2021-05-10,26.55,1259.58,0.0352662073119681,0.014208339319375284
2021-05-11,26.13,1256.04,-0.01594566815542673,-0.002814417389493224
2021-05-12,26.43,1269.09,0.011415649083676711,0.010336193530565278
2021-05-13,25.92,1261.99,-0.019484857132123803,-0.0056102680458635186
2021-05-14,25.88,1266.36,-0.0015444018513742473,0.003456803331504458
2021-05-17,26.09,1258.7,0.008081629515937215,-0.006067201173539801
2021-05-18,26.72,1252.68,0.023860249519807825,-0.004794186089251953
2021-05-19,27.86,1262.49,0.041779619683214655,0.007800705117858562
2021-05-20,28.07,1278.22,0.007509422022131568,0.01238252377130099
2021-05-21,27.65,1283.93,-0.015075662405447386,0.00445720153247006
2021-05-24,27.57,1297.98,-0.0028975029326383213,0.01088352319499557
2021-05-25,28.41,1308.58,0.03001297083039116,0.008133369984917645
